pH,Humidity,Air Temp,Plant Type
6.5,59.0,15.5,Leafy Greens and Root Vegetables
6.7,47.0,25.6,Warm-Season Fruits and Vegetables
6.6,78.0,25.1,Tropical and Wetland Plants
6.7,65.0,23.4,Warm-Season Fruits and Vegetables
7.0,69.0,21.3,Warm-Season Fruits and Vegetables
7.0,69.0,20.3,Warm-Season Fruits and Vegetables
6.0,51.0,10.0,Leafy Greens and Root Vegetables
6.0,44.0,13.0,Leafy Greens and Root Vegetables
6.1,58.0,15.0,Leafy Greens and Root Vegetables
4.8,37.0,10.0,Berries and Evergreens
6.3,48.0,18.0,Leafy Greens and Root Vegetables
5.8,59.0,18.0,Leafy Greens and Root Vegetables
7.0,55.0,15.0,Herbs and Aromatic Plants
7.4,54.0,24.0,Warm-Season Fruits and Vegetables
7.3,56.0,24.0,Warm-Season Fruits and Vegetables
6.6,65.0,22.8,Warm-Season Fruits and Vegetables
6.5,51.0,18.0,Leafy Greens and Root Vegetables
6.9,50.0,22.0,Warm-Season Fruits and Vegetables
7.6,50.0,20.0,Herbs and Aromatic Plants
6.7,79.0,33.0,Tropical and Wetland Plants
7.0,53.0,27.0,Warm-Season Fruits and Vegetables
7.5,51.0,28.0,Warm-Season Fruits and Vegetables
7.0,68.0,21.0,Warm-Season Fruits and Vegetables
6.4,60.0,12.0,Leafy Greens and Root Vegetables
6.4,57.0,14.4,Leafy Greens and Root Vegetables
6.4,53.0,18.2,Leafy Greens and Root Vegetables
7.0,60.0,23.2,Warm-Season Fruits and Vegetables
7.4,64.0,23.1,Warm-Season Fruits and Vegetables
7.9,55.0,18.9,Herbs and Aromatic Plants
8.0,57.0,24.4,Herbs and Aromatic Plants
7.0,53.0,27.7,Warm-Season Fruits and Vegetables
6.7,51.0,26.5,Warm-Season Fruits and Vegetables
6.9,49.0,26.0,Warm-Season Fruits and Vegetables
7.3,58.0,28.1,Warm-Season Fruits and Vegetables
7.3,44.0,26.7,Warm-Season Fruits and Vegetables
7.8,40.0,30.1,Drought-Resistant Plants
7.0,41.0,23.5,Warm-Season Fruits and Vegetables
7.0,65.0,24.6,Warm-Season Fruits and Vegetables
6.7,44.0,28.8,Warm-Season Fruits and Vegetables
7.0,41.0,21.5,Warm-Season Fruits and Vegetables
7.0,71.0,28.6,Tropical and Wetland Plants
6.0,52.0,20.0,Leafy Greens and Root Vegetables
6.0,49.0,11.0,Leafy Greens and Root Vegetables
8.0,55.0,17.0,Herbs and Aromatic Plants
7.0,43.0,25.0,Warm-Season Fruits and Vegetables
7.4,52.0,18.0,Herbs and Aromatic Plants
6.5,49.0,20.0,Leafy Greens and Root Vegetables
7.8,60.0,20.0,Herbs and Aromatic Plants
7.8,54.0,18.0,Herbs and Aromatic Plants
7.3,45.0,19.0,Herbs and Aromatic Plants
6.5,42.0,20.0,Leafy Greens and Root Vegetables
6.0,56.0,10.0,Leafy Greens and Root Vegetables
7.2,45.0,15.0,Herbs and Aromatic Plants
4.0,25.0,8.0,Berries and Evergreens
4.5,34.0,1.0,Berries and Evergreens
6.2,76.0,29.4,Tropical and Wetland Plants
6.6,60.0,29.4,Warm-Season Fruits and Vegetables
6.4,52.0,20.0,Leafy Greens and Root Vegetables
6.4,74.0,26.0,Tropical and Wetland Plants
6.6,87.0,26.0,Tropical and Wetland Plants
7.2,67.0,23.0,Warm-Season Fruits and Vegetables
6.5,60.0,20.0,Leafy Greens and Root Vegetables
7.5,67.0,20.0,Warm-Season Fruits and Vegetables
6.0,57.0,19.0,Leafy Greens and Root Vegetables
7.8,57.0,21.0,Herbs and Aromatic Plants
6.6,66.0,21.0,Warm-Season Fruits and Vegetables
6.7,70.0,26.0,Warm-Season Fruits and Vegetables
6.9,77.0,26.0,Tropical and Wetland Plants
6.5,75.0,25.0,Tropical and Wetland Plants
6.7,78.0,25.0,Tropical and Wetland Plants
7.0,78.0,27.0,Tropical and Wetland Plants
6.7,64.0,28.0,Warm-Season Fruits and Vegetables
6.5,89.0,31.0,Tropical and Wetland Plants
7.5,26.0,31.0,Drought-Resistant Plants
7.0,86.0,26.0,Tropical and Wetland Plants
6.0,84.0,26.0,Tropical and Wetland Plants
6.9,60.0,26.0,Warm-Season Fruits and Vegetables
7.8,22.0,30.0,Drought-Resistant Plants
6.1,74.0,34.0,Tropical and Wetland Plants
7.0,65.0,30.0,Warm-Season Fruits and Vegetables
7.0,62.0,29.0,Warm-Season Fruits and Vegetables
7.0,87.0,33.0,Tropical and Wetland Plants
7.7,40.0,32.0,Drought-Resistant Plants
8.4,37.0,31.0,Drought-Resistant Plants
8.9,36.0,31.0,Drought-Resistant Plants
8.9,40.0,31.0,Drought-Resistant Plants
8.2,29.0,30.0,Drought-Resistant Plants
7.6,23.0,31.0,Drought-Resistant Plants
5.0,21.0,4.5,Berries and Evergreens
4.7,23.0,5.0,Berries and Evergreens
5.5,22.0,6.0,Berries and Evergreens
4.5,22.0,6.0,Berries and Evergreens
4.5,31.0,10.0,Berries and Evergreens
5.8,40.0,19.0,Leafy Greens and Root Vegetables
7.0,54.0,21.0,Warm-Season Fruits and Vegetables
7.0,57.0,15.0,Herbs and Aromatic Plants
6.5,50.0,10.0,Leafy Greens and Root Vegetables
5.5,31.0,9.0,Berries and Evergreens
7.1,47.0,15.0,Herbs and Aromatic Plants
5.2,28.0,8.0,Berries and Evergreens
4.7,35.0,2.0,Berries and Evergreens
5.0,20.0,1.0,Berries and Evergreens
4.8,30.0,7.0,Berries and Evergreens
5.0,32.0,5.0,Berries and Evergreens
5.9,30.0,12.0,Leafy Greens and Root Vegetables
6.0,50.0,11.0,Leafy Greens and Root Vegetables
6.2,50.0,11.0,Leafy Greens and Root Vegetables
5.8,39.0,19.4,Leafy Greens and Root Vegetables
6.4,45.0,12.6,Leafy Greens and Root Vegetables
6.1,30.0,12.1,Leafy Greens and Root Vegetables
6.3,30.0,14.7,Leafy Greens and Root Vegetables
6.1,60.0,18.1,Leafy Greens and Root Vegetables
4.2,40.0,4.0,Berries and Evergreens
4.0,20.0,6.3,Berries and Evergreens
6.3,30.0,10.3,Leafy Greens and Root Vegetables
6.4,45.0,10.5,Leafy Greens and Root Vegetables
6.5,60.0,12.9,Leafy Greens and Root Vegetables
7.8,40.0,16.8,Herbs and Aromatic Plants
7.8,55.0,20.1,Herbs and Aromatic Plants
6.0,40.0,14.9,Leafy Greens and Root Vegetables
7.2,45.0,16.4,Herbs and Aromatic Plants
7.3,50.0,16.5,Herbs and Aromatic Plants
6.0,55.0,14.5,Leafy Greens and Root Vegetables
7.0,60.0,15.4,Herbs and Aromatic Plants
6.0,60.0,17.1,Leafy Greens and Root Vegetables
8.0,50.0,24.7,Herbs and Aromatic Plants
6.0,50.0,14.5,Leafy Greens and Root Vegetables
7.0,55.0,17.3,Herbs and Aromatic Plants
6.0,54.0,10.4,Leafy Greens and Root Vegetables
6.0,45.0,14.8,Leafy Greens and Root Vegetables
6.0,60.0,11.1,Leafy Greens and Root Vegetables
6.0,55.0,16.5,Leafy Greens and Root Vegetables
6.0,55.0,16.5,Leafy Greens and Root Vegetables
6.0,50.0,12.7,Leafy Greens and Root Vegetables
6.0,35.0,12.6,Leafy Greens and Root Vegetables
6.0,35.0,17.6,Leafy Greens and Root Vegetables
6.1,36.0,13.6,Leafy Greens and Root Vegetables
6.3,50.0,13.6,Leafy Greens and Root Vegetables
6.1,45.0,19.2,Leafy Greens and Root Vegetables
7.4,55.0,29.1,Warm-Season Fruits and Vegetables
6.6,50.0,28.3,Warm-Season Fruits and Vegetables
7.0,68.0,28.0,Warm-Season Fruits and Vegetables
6.6,58.0,26.6,Warm-Season Fruits and Vegetables
7.1,55.0,26.7,Warm-Season Fruits and Vegetables
6.5,70.0,29.0,Tropical and Wetland Plants
6.9,67.0,27.3,Warm-Season Fruits and Vegetables
7.5,42.0,28.0,Warm-Season Fruits and Vegetables
7.3,42.0,28.5,Warm-Season Fruits and Vegetables
6.6,63.0,28.0,Warm-Season Fruits and Vegetables
6.7,49.0,27.5,Warm-Season Fruits and Vegetables
6.1,71.0,28.5,Tropical and Wetland Plants
6.0,71.0,27.0,Tropical and Wetland Plants
7.0,59.0,26.5,Warm-Season Fruits and Vegetables
7.5,40.0,27.0,Warm-Season Fruits and Vegetables
7.0,40.0,29.5,Warm-Season Fruits and Vegetables
6.4,70.0,28.5,Tropical and Wetland Plants
6.0,70.0,27.5,Tropical and Wetland Plants
6.4,74.0,28.5,Tropical and Wetland Plants
6.4,82.0,28.5,Tropical and Wetland Plants
7.4,69.0,28.0,Warm-Season Fruits and Vegetables
6.7,77.0,27.5,Tropical and Wetland Plants
6.9,63.0,28.0,Warm-Season Fruits and Vegetables
7.3,64.0,28.0,Warm-Season Fruits and Vegetables
7.0,62.0,26.5,Warm-Season Fruits and Vegetables
6.7,44.0,27.0,Warm-Season Fruits and Vegetables
6.7,80.0,29.0,Tropical and Wetland Plants
7.0,70.0,27.4,Warm-Season Fruits and Vegetables
7.0,50.0,26.5,Warm-Season Fruits and Vegetables
6.0,86.2,25.6,Tropical and Wetland Plants
7.0,100.0,28.6,Tropical and Wetland Plants
6.6,66.3,26.6,Warm-Season Fruits and Vegetables
8.0,55.0,21.7,Herbs and Aromatic Plants
7.4,48.0,26.9,Warm-Season Fruits and Vegetables
6.0,95.0,26.5,Tropical and Wetland Plants
6.5,85.0,26.8,Tropical and Wetland Plants
7.4,50.0,24.8,Warm-Season Fruits and Vegetables
7.8,55.0,21.3,Herbs and Aromatic Plants
7.9,57.8,22.3,Herbs and Aromatic Plants
7.6,56.4,19.8,Herbs and Aromatic Plants
6.0,51.1,12.0,Leafy Greens and Root Vegetables
6.2,39.0,11.6,Leafy Greens and Root Vegetables
6.2,35.3,10.9,Leafy Greens and Root Vegetables
6.3,54.8,10.2,Leafy Greens and Root Vegetables
6.4,49.3,18.3,Leafy Greens and Root Vegetables
6.6,79.0,30.4,Tropical and Wetland Plants
7.3,43.0,29.7,Warm-Season Fruits and Vegetables
6.4,73.0,28.3,Tropical and Wetland Plants
6.0,81.0,30.4,Tropical and Wetland Plants
6.4,79.0,30.0,Tropical and Wetland Plants
6.0,76.0,29.6,Tropical and Wetland Plants
6.6,76.0,30.0,Tropical and Wetland Plants
6.6,78.0,29.0,Tropical and Wetland Plants
6.6,78.0,26.0,Tropical and Wetland Plants
6.9,79.0,26.0,Tropical and Wetland Plants
7.0,63.0,21.0,Warm-Season Fruits and Vegetables
7.0,61.0,22.0,Warm-Season Fruits and Vegetables
6.5,74.0,30.0,Tropical and Wetland Plants
7.4,68.0,20.0,Warm-Season Fruits and Vegetables
5.9,58.0,10.0,Leafy Greens and Root Vegetables
6.1,78.0,26.8,Tropical and Wetland Plants
6.1,78.9,28.4,Tropical and Wetland Plants
6.7,78.9,27.4,Tropical and Wetland Plants
6.1,100.0,27.8,Tropical and Wetland Plants
6.9,64.0,29.2,Warm-Season Fruits and Vegetables
6.9,88.0,31.0,Tropical and Wetland Plants
6.8,99.0,27.4,Tropical and Wetland Plants
6.4,46.0,11.2,Leafy Greens and Root Vegetables
6.7,51.0,21.7,Warm-Season Fruits and Vegetables
6.1,44.0,19.8,Leafy Greens and Root Vegetables
6.5,38.0,16.3,Leafy Greens and Root Vegetables
5.0,36.0,2.0,Berries and Evergreens
7.5,59.0,17.9,Herbs and Aromatic Plants
6.1,48.0,14.0,Leafy Greens and Root Vegetables
6.8,44.0,28.0,Warm-Season Fruits and Vegetables
7.0,44.0,15.0,Herbs and Aromatic Plants
7.0,43.0,16.0,Herbs and Aromatic Plants
7.0,90.0,34.0,Tropical and Wetland Plants
7.0,90.0,34.0,Tropical and Wetland Plants
7.0,100.0,34.0,Tropical and Wetland Plants
7.0,79.0,35.0,Tropical and Wetland Plants
7.0,85.0,33.0,Tropical and Wetland Plants
7.0,90.0,34.0,Tropical and Wetland Plants
6.3,51.0,19.8,Leafy Greens and Root Vegetables
6.3,44.0,14.0,Leafy Greens and Root Vegetables
7.8,47.0,23.0,Herbs and Aromatic Plants
8.6,35.0,34.0,Drought-Resistant Plants
5.0,27.0,2.0,Berries and Evergreens
5.0,31.0,4.0,Berries and Evergreens
6.8,44.0,28.0,Warm-Season Fruits and Vegetables
6.0,45.0,19.0,Leafy Greens and Root Vegetables
6.0,45.0,18.0,Leafy Greens and Root Vegetables
6.0,45.0,19.6,Leafy Greens and Root Vegetables
6.0,46.0,18.3,Leafy Greens and Root Vegetables
7.8,51.0,17.2,Herbs and Aromatic Plants
6.3,39.0,19.6,Leafy Greens and Root Vegetables
6.5,55.0,18.8,Leafy Greens and Root Vegetables
5.9,55.0,20.0,Leafy Greens and Root Vegetables
7.3,47.0,20.0,Warm-Season Fruits and Vegetables
6.5,56.6,17.0,Leafy Greens and Root Vegetables
7.0,59.9,17.6,Herbs and Aromatic Plants
6.1,47.7,13.0,Leafy Greens and Root Vegetables
6.5,45.2,17.3,Leafy Greens and Root Vegetables
6.5,56.7,13.8,Leafy Greens and Root Vegetables
6.5,39.9,20.0,Leafy Greens and Root Vegetables
6.5,46.1,15.8,Leafy Greens and Root Vegetables
6.5,31.1,18.7,Leafy Greens and Root Vegetables
7.0,56.0,18.4,Herbs and Aromatic Plants
5.2,29.8,9.2,Berries and Evergreens
7.0,57.3,27.2,Warm-Season Fruits and Vegetables
5.5,31.0,5.0,Berries and Evergreens
6.6,64.5,22.1,Warm-Season Fruits and Vegetables
7.0,44.7,22.6,Warm-Season Fruits and Vegetables
7.3,40.0,20.3,Warm-Season Fruits and Vegetables
5.8,46.3,19.4,Leafy Greens and Root Vegetables
7.0,45.9,19.6,Herbs and Aromatic Plants
6.9,67.1,20.2,Warm-Season Fruits and Vegetables
8.0,45.3,19.6,Herbs and Aromatic Plants
7.0,57.2,20.0,Warm-Season Fruits and Vegetables
6.7,49.9,20.0,Warm-Season Fruits and Vegetables
5.7,34.1,20.0,Leafy Greens and Root Vegetables
5.6,38.7,20.0,Leafy Greens and Root Vegetables
6.2,58.2,20.0,Leafy Greens and Root Vegetables
6.8,45.1,20.0,Warm-Season Fruits and Vegetables
6.4,48.2,19.0,Leafy Greens and Root Vegetables
6.5,34.6,20.0,Leafy Greens and Root Vegetables
6.2,36.8,20.0,Leafy Greens and Root Vegetables
6.3,30.3,19.0,Leafy Greens and Root Vegetables
6.3,30.5,18.0,Leafy Greens and Root Vegetables
6.2,37.5,19.0,Leafy Greens and Root Vegetables
5.9,58.8,14.0,Leafy Greens and Root Vegetables
6.2,39.6,13.0,Leafy Greens and Root Vegetables
5.9,56.0,11.0,Leafy Greens and Root Vegetables
6.5,33.0,12.0,Leafy Greens and Root Vegetables
5.5,25.0,7.0,Berries and Evergreens
5.3,30.0,7.0,Berries and Evergreens
6.3,33.0,14.0,Leafy Greens and Root Vegetables
6.0,56.0,13.0,Leafy Greens and Root Vegetables
5.7,38.6,12.0,Leafy Greens and Root Vegetables
6.5,30.4,15.0,Leafy Greens and Root Vegetables
6.5,59.0,14.0,Leafy Greens and Root Vegetables
7.4,40.0,17.0,Herbs and Aromatic Plants
6.5,52.0,16.0,Leafy Greens and Root Vegetables
6.5,35.0,16.0,Leafy Greens and Root Vegetables
6.0,30.0,14.0,Leafy Greens and Root Vegetables
8.7,20.0,32.0,Drought-Resistant Plants
7.8,24.0,31.0,Drought-Resistant Plants
8.2,20.0,30.0,Drought-Resistant Plants
8.0,38.0,31.0,Drought-Resistant Plants
8.0,40.0,30.0,Drought-Resistant Plants
8.0,40.0,30.0,Drought-Resistant Plants
7.5,25.0,32.0,Drought-Resistant Plants
8.0,40.0,31.0,Drought-Resistant Plants
6.5,71.0,33.0,Tropical and Wetland Plants
8.0,40.0,31.0,Drought-Resistant Plants
7.0,69.0,25.0,Warm-Season Fruits and Vegetables
8.0,37.0,30.0,Drought-Resistant Plants
8.0,29.0,30.0,Drought-Resistant Plants
7.5,25.0,30.0,Drought-Resistant Plants
5.7,52.0,19.0,Leafy Greens and Root Vegetables
7.7,57.0,23.1,Herbs and Aromatic Plants
6.5,93.0,34.4,Tropical and Wetland Plants
7.3,50.0,26.8,Warm-Season Fruits and Vegetables
7.0,66.0,22.0,Warm-Season Fruits and Vegetables
6.0,55.0,18.0,Leafy Greens and Root Vegetables
6.3,34.0,13.4,Leafy Greens and Root Vegetables
6.0,59.0,10.6,Leafy Greens and Root Vegetables
6.8,89.0,31.5,Tropical and Wetland Plants
6.7,85.0,28.8,Tropical and Wetland Plants
7.0,73.0,33.9,Tropical and Wetland Plants
7.0,78.0,27.9,Tropical and Wetland Plants
6.9,86.0,27.4,Tropical and Wetland Plants
6.9,86.0,27.2,Tropical and Wetland Plants
6.8,71.0,28.2,Tropical and Wetland Plants
6.6,49.0,28.3,Warm-Season Fruits and Vegetables
6.6,40.0,27.6,Warm-Season Fruits and Vegetables
6.4,92.0,29.0,Tropical and Wetland Plants
6.6,78.0,29.3,Tropical and Wetland Plants
6.1,80.0,33.6,Tropical and Wetland Plants
6.9,78.0,26.5,Tropical and Wetland Plants
6.6,95.0,30.7,Tropical and Wetland Plants
6.2,92.0,32.9,Tropical and Wetland Plants
7.0,84.0,28.2,Tropical and Wetland Plants
6.0,79.0,34.0,Tropical and Wetland Plants
6.0,91.0,32.9,Tropical and Wetland Plants
6.5,79.0,33.0,Tropical and Wetland Plants
7.0,79.0,27.8,Tropical and Wetland Plants
6.5,91.0,31.4,Tropical and Wetland Plants
6.5,79.0,29.4,Tropical and Wetland Plants
6.5,72.0,31.0,Tropical and Wetland Plants
7.6,41.0,18.3,Herbs and Aromatic Plants
7.7,42.0,19.5,Herbs and Aromatic Plants
7.7,45.5,18.3,Herbs and Aromatic Plants
7.8,50.0,16.1,Herbs and Aromatic Plants
7.5,45.0,17.3,Herbs and Aromatic Plants
6.0,50.0,13.6,Leafy Greens and Root Vegetables
6.0,59.0,15.7,Leafy Greens and Root Vegetables
8.0,47.0,16.1,Herbs and Aromatic Plants
6.0,50.0,12.5,Leafy Greens and Root Vegetables
6.0,50.0,11.0,Leafy Greens and Root Vegetables
6.0,50.0,17.7,Leafy Greens and Root Vegetables
7.0,50.0,15.9,Herbs and Aromatic Plants
6.0,45.0,11.9,Leafy Greens and Root Vegetables
7.0,85.0,26.8,Tropical and Wetland Plants
7.0,69.0,20.8,Warm-Season Fruits and Vegetables
5.0,40.0,3.1,Berries and Evergreens
6.4,79.0,33.0,Tropical and Wetland Plants
6.8,62.0,20.0,Warm-Season Fruits and Vegetables
6.4,40.0,13.3,Leafy Greens and Root Vegetables
6.4,54.0,11.6,Leafy Greens and Root Vegetables
6.4,39.0,19.3,Leafy Greens and Root Vegetables
6.0,54.0,12.0,Leafy Greens and Root Vegetables
6.0,39.0,11.0,Leafy Greens and Root Vegetables
6.4,60.0,17.0,Leafy Greens and Root Vegetables
6.5,50.5,11.0,Leafy Greens and Root Vegetables
6.5,45.7,12.0,Leafy Greens and Root Vegetables
6.0,45.1,11.0,Leafy Greens and Root Vegetables
6.0,36.6,10.0,Leafy Greens and Root Vegetables
6.5,39.8,10.0,Leafy Greens and Root Vegetables
4.0,21.0,10.0,Berries and Evergreens
7.2,60.0,15.0,Herbs and Aromatic Plants
6.0,36.0,10.0,Leafy Greens and Root Vegetables
6.0,53.0,19.0,Leafy Greens and Root Vegetables
6.0,33.0,12.0,Leafy Greens and Root Vegetables
7.9,57.0,22.0,Herbs and Aromatic Plants
6.0,35.0,17.0,Leafy Greens and Root Vegetables
6.6,57.0,27.0,Warm-Season Fruits and Vegetables
7.0,62.0,23.0,Warm-Season Fruits and Vegetables
7.0,62.0,29.0,Warm-Season Fruits and Vegetables
6.8,68.0,29.0,Warm-Season Fruits and Vegetables
6.7,59.0,29.0,Warm-Season Fruits and Vegetables
7.0,41.0,27.0,Warm-Season Fruits and Vegetables
7.0,69.0,30.0,Warm-Season Fruits and Vegetables
7.0,63.0,20.0,Warm-Season Fruits and Vegetables
7.0,54.0,22.0,Warm-Season Fruits and Vegetables
7.0,45.0,21.0,Warm-Season Fruits and Vegetables
7.0,60.0,19.0,Herbs and Aromatic Plants
7.5,55.0,23.0,Warm-Season Fruits and Vegetables
7.3,44.0,28.0,Warm-Season Fruits and Vegetables
7.3,58.0,26.0,Warm-Season Fruits and Vegetables
6.3,39.0,13.0,Leafy Greens and Root Vegetables
7.0,43.0,25.0,Warm-Season Fruits and Vegetables
7.1,64.0,29.0,Warm-Season Fruits and Vegetables
6.7,46.0,28.0,Warm-Season Fruits and Vegetables
7.2,50.0,27.0,Warm-Season Fruits and Vegetables
7.2,57.0,22.0,Warm-Season Fruits and Vegetables
7.1,60.0,24.0,Warm-Season Fruits and Vegetables
7.0,61.0,24.0,Warm-Season Fruits and Vegetables
6.5,87.0,25.0,Tropical and Wetland Plants
7.4,67.0,24.0,Warm-Season Fruits and Vegetables
6.4,74.0,26.0,Tropical and Wetland Plants
7.0,83.0,25.0,Tropical and Wetland Plants
6.7,78.0,28.0,Tropical and Wetland Plants
5.7,54.0,13.0,Leafy Greens and Root Vegetables
5.5,31.0,5.0,Berries and Evergreens
6.6,65.0,26.0,Warm-Season Fruits and Vegetables
7.5,51.0,28.5,Warm-Season Fruits and Vegetables
7.0,57.0,25.7,Warm-Season Fruits and Vegetables
7.0,58.0,16.5,Herbs and Aromatic Plants
7.0,53.0,19.1,Herbs and Aromatic Plants
6.5,58.0,20.0,Leafy Greens and Root Vegetables
6.5,87.0,25.3,Tropical and Wetland Plants
6.7,54.0,21.5,Warm-Season Fruits and Vegetables
7.0,56.0,16.8,Herbs and Aromatic Plants
6.7,70.0,23.3,Warm-Season Fruits and Vegetables
6.3,81.0,25.9,Tropical and Wetland Plants
6.6,58.0,26.6,Warm-Season Fruits and Vegetables
6.3,81.0,29.8,Tropical and Wetland Plants
6.5,58.0,12.4,Leafy Greens and Root Vegetables
6.3,52.0,11.2,Leafy Greens and Root Vegetables
5.9,58.0,13.8,Leafy Greens and Root Vegetables
5.8,54.0,13.4,Leafy Greens and Root Vegetables
7.7,43.0,20.2,Herbs and Aromatic Plants
7.5,45.0,20.9,Warm-Season Fruits and Vegetables
6.0,57.0,19.8,Leafy Greens and Root Vegetables
6.0,53.0,19.8,Leafy Greens and Root Vegetables
7.3,57.0,15.7,Herbs and Aromatic Plants
7.5,44.0,15.6,Herbs and Aromatic Plants
6.0,38.0,16.0,Leafy Greens and Root Vegetables
7.5,48.0,18.2,Herbs and Aromatic Plants
7.4,47.0,20.0,Warm-Season Fruits and Vegetables
6.0,51.0,18.5,Leafy Greens and Root Vegetables
6.0,36.0,19.3,Leafy Greens and Root Vegetables
6.0,33.0,19.5,Leafy Greens and Root Vegetables
7.0,61.0,20.0,Warm-Season Fruits and Vegetables
7.0,52.0,20.1,Warm-Season Fruits and Vegetables
8.0,44.0,22.5,Herbs and Aromatic Plants
7.0,55.0,21.2,Warm-Season Fruits and Vegetables
7.0,63.0,22.3,Warm-Season Fruits and Vegetables
8.0,49.0,22.8,Herbs and Aromatic Plants
7.0,40.0,23.2,Warm-Season Fruits and Vegetables
7.0,55.0,22.5,Warm-Season Fruits and Vegetables
7.0,68.0,22.3,Warm-Season Fruits and Vegetables
7.0,45.0,21.4,Warm-Season Fruits and Vegetables
7.0,58.0,20.3,Warm-Season Fruits and Vegetables
7.4,47.0,22.1,Warm-Season Fruits and Vegetables
7.3,57.0,23.2,Warm-Season Fruits and Vegetables
6.5,90.0,25.1,Tropical and Wetland Plants
6.6,47.0,25.3,Warm-Season Fruits and Vegetables
7.0,54.0,25.8,Warm-Season Fruits and Vegetables
6.6,74.0,26.5,Tropical and Wetland Plants
6.9,60.0,23.2,Warm-Season Fruits and Vegetables
7.4,47.0,23.1,Warm-Season Fruits and Vegetables
6.8,57.0,23.1,Warm-Season Fruits and Vegetables
7.5,44.0,23.5,Warm-Season Fruits and Vegetables
7.7,41.0,22.0,Herbs and Aromatic Plants
7.3,53.0,27.0,Warm-Season Fruits and Vegetables
7.0,68.0,30.0,Warm-Season Fruits and Vegetables
7.7,30.0,31.0,Drought-Resistant Plants
7.5,68.0,30.0,Warm-Season Fruits and Vegetables
6.0,71.0,32.0,Tropical and Wetland Plants
6.0,73.0,32.0,Tropical and Wetland Plants
6.4,94.0,30.0,Tropical and Wetland Plants
6.4,91.0,30.0,Tropical and Wetland Plants
6.4,97.0,30.0,Tropical and Wetland Plants
6.4,80.0,29.0,Tropical and Wetland Plants
6.4,71.0,29.0,Tropical and Wetland Plants
7.6,54.0,25.0,Herbs and Aromatic Plants
7.4,47.0,24.0,Warm-Season Fruits and Vegetables
7.9,40.0,23.0,Herbs and Aromatic Plants
6.1,40.0,20.0,Leafy Greens and Root Vegetables
6.4,59.0,19.0,Leafy Greens and Root Vegetables
6.9,64.0,29.0,Warm-Season Fruits and Vegetables
7.0,48.0,25.0,Warm-Season Fruits and Vegetables
6.7,70.0,23.0,Warm-Season Fruits and Vegetables
7.1,52.0,23.0,Warm-Season Fruits and Vegetables
7.0,69.0,23.0,Warm-Season Fruits and Vegetables
7.0,79.0,31.0,Tropical and Wetland Plants
7.0,83.0,29.0,Tropical and Wetland Plants
7.5,47.0,28.0,Warm-Season Fruits and Vegetables
6.0,73.0,27.0,Tropical and Wetland Plants
