pH,Humidity,Air Temp,Plant Type
7.0,45.0,24.0,Warm-Season Fruits and Vegetables
6.6,50.0,23.0,Warm-Season Fruits and Vegetables
8.0,48.0,21.0,Herbs and Aromatic Plants
8.0,50.0,20.0,Herbs and Aromatic Plants
8.0,59.0,19.0,Herbs and Aromatic Plants
6.5,84.0,27.0,Tropical and Wetland Plants
7.9,56.0,20.0,Herbs and Aromatic Plants
7.4,47.0,21.0,Warm-Season Fruits and Vegetables
6.9,91.0,33.0,Tropical and Wetland Plants
6.3,87.0,34.0,Tropical and Wetland Plants
6.8,70.0,30.0,Warm-Season Fruits and Vegetables
6.0,84.0,28.0,Tropical and Wetland Plants
6.9,73.0,33.0,Tropical and Wetland Plants
6.2,99.0,35.0,Tropical and Wetland Plants
6.3,73.0,35.0,Tropical and Wetland Plants
6.3,81.0,34.0,Tropical and Wetland Plants
6.3,71.0,34.0,Tropical and Wetland Plants
6.5,83.0,34.0,Tropical and Wetland Plants
6.4,79.0,34.0,Tropical and Wetland Plants
6.8,70.0,34.0,Tropical and Wetland Plants
6.5,97.0,35.0,Tropical and Wetland Plants
6.4,70.0,32.0,Tropical and Wetland Plants
6.0,75.0,34.0,Tropical and Wetland Plants
6.6,79.0,34.0,Tropical and Wetland Plants
6.7,82.0,30.0,Tropical and Wetland Plants
6.9,99.0,30.0,Tropical and Wetland Plants
6.5,81.0,31.0,Tropical and Wetland Plants
6.4,86.0,31.0,Tropical and Wetland Plants
6.4,99.0,30.0,Tropical and Wetland Plants
6.7,79.0,32.0,Tropical and Wetland Plants
7.0,58.0,30.0,Warm-Season Fruits and Vegetables
6.7,84.0,29.0,Tropical and Wetland Plants
6.4,75.0,28.0,Tropical and Wetland Plants
6.5,99.0,29.0,Tropical and Wetland Plants
6.4,82.0,29.0,Tropical and Wetland Plants
7.3,67.0,27.0,Warm-Season Fruits and Vegetables
6.9,78.0,26.0,Tropical and Wetland Plants
6.6,80.0,29.0,Tropical and Wetland Plants
6.9,59.0,28.0,Warm-Season Fruits and Vegetables
7.0,51.0,28.0,Warm-Season Fruits and Vegetables
7.3,62.0,25.0,Warm-Season Fruits and Vegetables
7.0,80.0,27.0,Tropical and Wetland Plants
7.0,81.0,32.0,Tropical and Wetland Plants
6.5,78.0,29.0,Tropical and Wetland Plants
7.4,53.0,29.0,Warm-Season Fruits and Vegetables
6.3,86.0,30.0,Tropical and Wetland Plants
6.9,86.0,29.0,Tropical and Wetland Plants
7.0,81.0,30.0,Tropical and Wetland Plants
7.0,80.0,30.0,Tropical and Wetland Plants
7.5,68.0,30.0,Warm-Season Fruits and Vegetables
7.4,66.0,30.0,Warm-Season Fruits and Vegetables
6.7,87.0,27.0,Tropical and Wetland Plants
6.6,51.0,26.0,Warm-Season Fruits and Vegetables
6.0,92.0,27.0,Tropical and Wetland Plants
6.7,99.0,27.0,Tropical and Wetland Plants
6.7,70.0,33.0,Tropical and Wetland Plants
6.8,74.0,31.0,Tropical and Wetland Plants
6.1,75.0,32.0,Tropical and Wetland Plants
6.9,81.0,31.0,Tropical and Wetland Plants
7.0,65.0,28.0,Warm-Season Fruits and Vegetables
7.0,81.0,29.0,Tropical and Wetland Plants
7.0,51.0,29.0,Warm-Season Fruits and Vegetables
7.0,76.0,33.0,Tropical and Wetland Plants
7.0,62.0,27.0,Warm-Season Fruits and Vegetables
7.0,74.0,25.0,Tropical and Wetland Plants
7.0,59.0,28.0,Warm-Season Fruits and Vegetables
7.0,68.0,28.0,Warm-Season Fruits and Vegetables
8.8,39.0,30.0,Drought-Resistant Plants
8.9,37.0,33.0,Drought-Resistant Plants
8.8,36.0,34.0,Drought-Resistant Plants
9.0,31.0,31.0,Drought-Resistant Plants
9.0,32.0,30.0,Drought-Resistant Plants
7.2,69.0,27.0,Warm-Season Fruits and Vegetables
6.0,83.0,26.0,Tropical and Wetland Plants
6.9,72.0,29.0,Tropical and Wetland Plants
6.9,52.0,26.0,Warm-Season Fruits and Vegetables
6.3,98.0,34.0,Tropical and Wetland Plants
6.4,71.0,35.0,Tropical and Wetland Plants
6.4,83.0,34.0,Tropical and Wetland Plants
6.4,75.0,34.0,Tropical and Wetland Plants
6.7,82.0,34.0,Tropical and Wetland Plants
7.0,81.0,35.0,Tropical and Wetland Plants
6.7,71.0,33.0,Tropical and Wetland Plants
7.0,78.0,34.0,Tropical and Wetland Plants
6.0,79.0,31.0,Tropical and Wetland Plants
6.6,81.0,29.0,Tropical and Wetland Plants
6.9,45.0,29.0,Warm-Season Fruits and Vegetables
7.0,76.0,26.0,Tropical and Wetland Plants
7.0,40.0,27.0,Warm-Season Fruits and Vegetables
7.0,64.0,27.0,Warm-Season Fruits and Vegetables
6.5,81.0,25.0,Tropical and Wetland Plants
6.3,78.0,26.0,Tropical and Wetland Plants
7.5,68.0,29.0,Warm-Season Fruits and Vegetables
6.9,84.0,29.0,Tropical and Wetland Plants
7.0,85.0,25.0,Tropical and Wetland Plants
7.0,62.0,25.0,Warm-Season Fruits and Vegetables
7.5,50.0,27.0,Warm-Season Fruits and Vegetables
7.4,60.0,30.0,Warm-Season Fruits and Vegetables
6.5,87.0,32.0,Tropical and Wetland Plants
6.7,49.0,26.0,Warm-Season Fruits and Vegetables
6.6,46.0,26.0,Warm-Season Fruits and Vegetables
6.2,84.0,28.0,Tropical and Wetland Plants
6.7,80.0,31.0,Tropical and Wetland Plants
6.1,78.0,29.0,Tropical and Wetland Plants
6.1,84.0,29.0,Tropical and Wetland Plants
6.3,78.0,32.0,Tropical and Wetland Plants
6.7,81.0,31.0,Tropical and Wetland Plants
6.8,74.0,29.0,Tropical and Wetland Plants
7.0,79.0,31.0,Tropical and Wetland Plants
7.0,41.0,30.0,Warm-Season Fruits and Vegetables
7.0,77.0,27.0,Tropical and Wetland Plants
7.0,59.0,27.0,Warm-Season Fruits and Vegetables
7.0,70.0,28.0,Warm-Season Fruits and Vegetables
7.0,41.0,28.0,Warm-Season Fruits and Vegetables
7.0,83.0,30.0,Tropical and Wetland Plants
7.0,79.0,29.0,Tropical and Wetland Plants
7.0,46.0,28.0,Warm-Season Fruits and Vegetables
7.0,82.0,29.0,Tropical and Wetland Plants
7.2,55.0,30.0,Warm-Season Fruits and Vegetables
7.2,41.0,27.0,Warm-Season Fruits and Vegetables
6.0,78.0,28.0,Tropical and Wetland Plants
7.8,39.0,32.0,Drought-Resistant Plants
8.7,39.0,31.0,Drought-Resistant Plants
7.5,33.0,32.0,Drought-Resistant Plants
6.0,75.0,32.0,Tropical and Wetland Plants
6.0,81.0,29.0,Tropical and Wetland Plants
7.0,79.0,28.0,Tropical and Wetland Plants
7.8,38.0,31.0,Drought-Resistant Plants
8.1,33.0,31.0,Drought-Resistant Plants
8.0,36.0,30.0,Drought-Resistant Plants
8.0,39.0,31.0,Drought-Resistant Plants
7.5,34.0,30.0,Drought-Resistant Plants
7.0,65.0,30.0,Warm-Season Fruits and Vegetables
6.9,73.0,34.0,Tropical and Wetland Plants
7.6,24.0,36.0,Drought-Resistant Plants
8.8,25.0,35.0,Drought-Resistant Plants
8.9,29.0,31.0,Drought-Resistant Plants
6.8,76.0,31.0,Tropical and Wetland Plants
7.3,49.0,29.0,Warm-Season Fruits and Vegetables
6.8,74.0,29.0,Tropical and Wetland Plants
7.0,43.0,27.0,Warm-Season Fruits and Vegetables
7.2,69.0,26.0,Warm-Season Fruits and Vegetables
7.1,46.0,27.0,Warm-Season Fruits and Vegetables
6.9,72.0,30.0,Tropical and Wetland Plants
7.0,65.0,30.0,Warm-Season Fruits and Vegetables
6.8,71.0,30.0,Tropical and Wetland Plants
6.9,79.0,30.0,Tropical and Wetland Plants
7.0,80.0,30.0,Tropical and Wetland Plants
6.8,80.0,30.0,Tropical and Wetland Plants
6.4,85.0,32.0,Tropical and Wetland Plants
6.5,82.0,31.0,Tropical and Wetland Plants
6.5,82.0,35.0,Tropical and Wetland Plants
6.3,82.0,33.0,Tropical and Wetland Plants
6.4,80.0,31.0,Tropical and Wetland Plants
6.7,78.0,32.0,Tropical and Wetland Plants
6.1,80.0,29.0,Tropical and Wetland Plants
6.4,83.0,30.0,Tropical and Wetland Plants
6.7,79.0,29.0,Tropical and Wetland Plants
6.6,45.0,30.0,Warm-Season Fruits and Vegetables
6.5,81.0,33.0,Tropical and Wetland Plants
6.4,82.0,31.0,Tropical and Wetland Plants
6.6,78.0,31.0,Tropical and Wetland Plants
6.3,77.0,29.0,Tropical and Wetland Plants
6.4,82.0,25.0,Tropical and Wetland Plants
6.3,80.0,26.0,Tropical and Wetland Plants
6.2,77.0,27.0,Tropical and Wetland Plants
7.0,44.0,27.0,Warm-Season Fruits and Vegetables
6.8,84.0,27.0,Tropical and Wetland Plants
6.7,75.0,25.0,Tropical and Wetland Plants
7.8,40.0,30.0,Drought-Resistant Plants
8.2,29.0,36.0,Drought-Resistant Plants
7.9,26.0,31.0,Drought-Resistant Plants
7.9,27.0,31.0,Drought-Resistant Plants
6.0,77.0,29.0,Tropical and Wetland Plants
6.0,78.0,30.0,Tropical and Wetland Plants
8.2,30.0,33.0,Drought-Resistant Plants
8.2,31.0,34.0,Drought-Resistant Plants
7.9,29.0,31.0,Drought-Resistant Plants
7.9,28.0,32.0,Drought-Resistant Plants
8.3,30.0,33.0,Drought-Resistant Plants
8.0,27.0,32.0,Drought-Resistant Plants
6.6,75.0,35.0,Tropical and Wetland Plants
6.9,74.0,35.0,Tropical and Wetland Plants
7.5,24.0,33.0,Drought-Resistant Plants
8.4,32.0,35.0,Drought-Resistant Plants
8.6,35.0,34.0,Drought-Resistant Plants
7.6,35.0,34.0,Drought-Resistant Plants
7.6,32.0,31.0,Drought-Resistant Plants
8.4,24.0,35.0,Drought-Resistant Plants
8.6,20.0,36.0,Drought-Resistant Plants
8.2,20.0,36.0,Drought-Resistant Plants
6.7,70.0,33.0,Tropical and Wetland Plants
7.6,33.0,40.0,Drought-Resistant Plants
7.7,25.0,36.0,Drought-Resistant Plants
9.0,31.0,44.0,Drought-Resistant Plants
8.9,38.0,42.0,Drought-Resistant Plants
6.0,73.0,35.0,Tropical and Wetland Plants
6.0,70.0,35.0,Tropical and Wetland Plants
6.0,77.0,34.0,Tropical and Wetland Plants
6.0,70.0,35.0,Tropical and Wetland Plants
8.0,26.0,33.0,Drought-Resistant Plants
7.5,20.0,33.0,Drought-Resistant Plants
6.0,77.0,35.0,Tropical and Wetland Plants
7.8,20.0,35.0,Drought-Resistant Plants
7.8,21.0,35.0,Drought-Resistant Plants
8.0,26.0,34.0,Drought-Resistant Plants
6.6,70.0,33.0,Tropical and Wetland Plants
7.6,28.0,32.0,Drought-Resistant Plants
8.4,25.0,33.0,Drought-Resistant Plants
6.1,70.0,32.0,Tropical and Wetland Plants
6.4,74.0,32.0,Tropical and Wetland Plants
7.2,70.0,30.0,Warm-Season Fruits and Vegetables
7.3,62.0,29.0,Warm-Season Fruits and Vegetables
6.7,67.0,27.0,Warm-Season Fruits and Vegetables
7.0,64.0,29.0,Warm-Season Fruits and Vegetables
8.0,39.0,30.0,Drought-Resistant Plants
7.3,67.0,29.0,Warm-Season Fruits and Vegetables
7.5,61.0,26.0,Warm-Season Fruits and Vegetables
7.5,64.0,26.0,Warm-Season Fruits and Vegetables
7.5,65.0,26.0,Warm-Season Fruits and Vegetables
7.3,63.0,27.0,Warm-Season Fruits and Vegetables
6.9,88.0,25.0,Tropical and Wetland Plants
6.7,60.0,27.0,Warm-Season Fruits and Vegetables
6.7,81.0,31.0,Tropical and Wetland Plants
6.7,75.0,31.0,Tropical and Wetland Plants
6.7,60.0,26.0,Warm-Season Fruits and Vegetables
7.1,68.0,29.0,Warm-Season Fruits and Vegetables
7.1,51.0,28.0,Warm-Season Fruits and Vegetables
6.9,68.0,25.0,Warm-Season Fruits and Vegetables
6.8,63.0,27.0,Warm-Season Fruits and Vegetables
6.8,84.0,32.0,Tropical and Wetland Plants
6.6,72.0,30.0,Tropical and Wetland Plants
7.0,58.0,26.0,Warm-Season Fruits and Vegetables
7.0,47.0,27.0,Warm-Season Fruits and Vegetables
7.5,57.0,26.0,Warm-Season Fruits and Vegetables
7.0,68.0,29.0,Warm-Season Fruits and Vegetables
7.0,70.0,31.0,Tropical and Wetland Plants
7.0,54.0,30.0,Warm-Season Fruits and Vegetables
7.0,74.0,27.0,Tropical and Wetland Plants
7.3,57.0,27.0,Warm-Season Fruits and Vegetables
7.0,56.0,28.0,Warm-Season Fruits and Vegetables
7.0,76.0,30.0,Tropical and Wetland Plants
7.0,79.0,28.0,Tropical and Wetland Plants
6.4,85.0,31.0,Tropical and Wetland Plants
6.0,78.0,28.0,Tropical and Wetland Plants
7.0,45.0,28.0,Warm-Season Fruits and Vegetables
7.0,46.0,27.0,Warm-Season Fruits and Vegetables
7.0,74.0,28.0,Tropical and Wetland Plants
6.0,78.0,28.0,Tropical and Wetland Plants
6.5,80.0,27.0,Tropical and Wetland Plants
7.0,82.0,32.0,Tropical and Wetland Plants
7.5,54.0,27.0,Warm-Season Fruits and Vegetables
7.2,50.0,25.0,Warm-Season Fruits and Vegetables
6.0,78.0,27.0,Tropical and Wetland Plants
6.5,81.0,26.0,Tropical and Wetland Plants
6.5,78.0,32.0,Tropical and Wetland Plants
6.5,80.0,31.0,Tropical and Wetland Plants
7.2,54.0,29.0,Warm-Season Fruits and Vegetables
7.0,68.0,30.0,Warm-Season Fruits and Vegetables
7.0,77.0,28.0,Tropical and Wetland Plants
7.0,76.0,26.0,Tropical and Wetland Plants
7.0,47.0,27.0,Warm-Season Fruits and Vegetables
6.0,96.0,30.0,Tropical and Wetland Plants
6.0,80.0,34.0,Tropical and Wetland Plants
7.0,82.0,30.0,Tropical and Wetland Plants
7.0,48.0,28.0,Warm-Season Fruits and Vegetables
7.0,67.0,29.0,Warm-Season Fruits and Vegetables
8.0,29.0,31.0,Drought-Resistant Plants
8.0,32.0,34.0,Drought-Resistant Plants
8.9,39.0,32.0,Drought-Resistant Plants
6.6,70.0,33.0,Tropical and Wetland Plants
6.7,74.0,31.0,Tropical and Wetland Plants
7.5,61.0,30.0,Warm-Season Fruits and Vegetables
7.5,51.0,29.0,Warm-Season Fruits and Vegetables
7.3,49.0,29.0,Warm-Season Fruits and Vegetables
8.0,51.0,25.0,Herbs and Aromatic Plants
7.3,41.0,27.0,Warm-Season Fruits and Vegetables
6.9,67.0,27.0,Warm-Season Fruits and Vegetables
7.4,56.0,30.0,Warm-Season Fruits and Vegetables
7.5,61.0,28.0,Warm-Season Fruits and Vegetables
7.0,58.0,30.0,Warm-Season Fruits and Vegetables
7.0,77.0,29.0,Tropical and Wetland Plants
7.0,56.0,30.0,Warm-Season Fruits and Vegetables
6.5,81.0,34.0,Tropical and Wetland Plants
7.0,76.0,31.0,Tropical and Wetland Plants
6.0,94.0,32.0,Tropical and Wetland Plants
6.0,72.0,33.0,Tropical and Wetland Plants
6.6,76.0,35.0,Tropical and Wetland Plants
7.5,38.0,35.0,Drought-Resistant Plants
6.0,84.0,35.0,Tropical and Wetland Plants
6.0,78.0,35.0,Tropical and Wetland Plants
7.9,35.0,34.0,Drought-Resistant Plants
7.8,38.0,32.0,Drought-Resistant Plants
6.0,80.0,34.0,Tropical and Wetland Plants
6.7,71.0,31.0,Tropical and Wetland Plants
6.1,75.0,33.0,Tropical and Wetland Plants
7.0,51.0,30.0,Warm-Season Fruits and Vegetables
6.8,59.0,27.0,Warm-Season Fruits and Vegetables
6.3,89.0,26.0,Tropical and Wetland Plants
6.2,86.0,26.0,Tropical and Wetland Plants
6.6,87.0,27.0,Tropical and Wetland Plants
6.9,64.0,27.0,Warm-Season Fruits and Vegetables
7.2,43.0,27.0,Warm-Season Fruits and Vegetables
6.7,74.0,26.0,Tropical and Wetland Plants
7.3,41.0,28.0,Warm-Season Fruits and Vegetables
6.7,52.0,25.0,Warm-Season Fruits and Vegetables
7.0,73.0,25.0,Tropical and Wetland Plants
6.7,56.0,29.0,Warm-Season Fruits and Vegetables
7.0,41.0,26.0,Warm-Season Fruits and Vegetables
7.5,60.0,28.0,Warm-Season Fruits and Vegetables
7.3,45.0,27.0,Warm-Season Fruits and Vegetables
7.3,44.0,25.0,Warm-Season Fruits and Vegetables
7.3,67.0,27.0,Warm-Season Fruits and Vegetables
7.5,54.0,30.0,Warm-Season Fruits and Vegetables
7.5,51.0,30.0,Warm-Season Fruits and Vegetables
8.2,27.0,31.0,Drought-Resistant Plants
7.5,34.0,31.0,Drought-Resistant Plants
7.7,34.0,32.0,Drought-Resistant Plants
7.0,49.0,30.0,Warm-Season Fruits and Vegetables
7.0,50.0,28.0,Warm-Season Fruits and Vegetables
7.0,56.0,28.0,Warm-Season Fruits and Vegetables
8.0,35.0,30.0,Drought-Resistant Plants
7.0,52.0,29.0,Warm-Season Fruits and Vegetables
7.0,46.0,27.0,Warm-Season Fruits and Vegetables
7.5,58.0,30.0,Warm-Season Fruits and Vegetables
6.3,70.0,27.0,Tropical and Wetland Plants
6.6,48.0,30.0,Warm-Season Fruits and Vegetables
6.5,78.0,27.0,Tropical and Wetland Plants
7.5,66.0,27.0,Warm-Season Fruits and Vegetables
7.4,62.0,27.0,Warm-Season Fruits and Vegetables
7.3,49.0,28.0,Warm-Season Fruits and Vegetables
7.1,51.0,28.0,Warm-Season Fruits and Vegetables
7.0,53.0,29.0,Warm-Season Fruits and Vegetables
6.8,58.0,27.0,Warm-Season Fruits and Vegetables
7.1,57.0,27.0,Warm-Season Fruits and Vegetables
7.5,33.0,30.0,Drought-Resistant Plants
7.0,75.0,32.0,Tropical and Wetland Plants
7.2,57.0,28.0,Warm-Season Fruits and Vegetables
8.0,31.0,30.0,Drought-Resistant Plants
8.0,27.0,31.0,Drought-Resistant Plants
7.0,78.0,33.0,Tropical and Wetland Plants
7.5,47.0,29.0,Warm-Season Fruits and Vegetables
8.0,58.0,25.0,Herbs and Aromatic Plants
8.0,49.0,24.0,Herbs and Aromatic Plants
7.4,68.0,26.0,Warm-Season Fruits and Vegetables
7.0,97.0,27.0,Tropical and Wetland Plants
6.5,73.0,32.0,Tropical and Wetland Plants
6.0,75.0,30.0,Tropical and Wetland Plants
7.4,50.0,29.0,Warm-Season Fruits and Vegetables
6.8,51.0,29.0,Warm-Season Fruits and Vegetables
7.0,58.0,30.0,Warm-Season Fruits and Vegetables
7.0,66.0,30.0,Warm-Season Fruits and Vegetables
8.3,27.0,37.0,Drought-Resistant Plants
8.6,28.0,35.0,Drought-Resistant Plants
7.6,32.0,33.0,Drought-Resistant Plants
7.6,36.0,35.0,Drought-Resistant Plants
7.7,26.0,34.0,Drought-Resistant Plants
7.6,34.0,33.0,Drought-Resistant Plants
8.5,30.0,31.0,Drought-Resistant Plants
7.6,37.0,35.0,Drought-Resistant Plants
7.6,40.0,37.0,Drought-Resistant Plants
8.3,39.0,43.0,Drought-Resistant Plants
7.8,33.0,37.0,Drought-Resistant Plants
7.8,35.0,36.0,Drought-Resistant Plants
8.0,30.0,37.0,Drought-Resistant Plants
7.6,32.0,33.0,Drought-Resistant Plants
8.1,24.0,34.0,Drought-Resistant Plants
7.6,31.0,36.0,Drought-Resistant Plants
7.6,32.0,38.0,Drought-Resistant Plants
7.6,34.0,35.0,Drought-Resistant Plants
7.6,40.0,41.0,Drought-Resistant Plants
8.2,34.0,38.0,Drought-Resistant Plants
7.5,39.0,36.0,Drought-Resistant Plants
7.5,38.0,37.0,Drought-Resistant Plants
7.5,36.0,42.0,Drought-Resistant Plants
7.4,48.0,30.0,Warm-Season Fruits and Vegetables
6.0,83.0,28.0,Tropical and Wetland Plants
6.0,59.0,18.0,Leafy Greens and Root Vegetables
6.0,79.0,30.0,Tropical and Wetland Plants
7.0,85.0,32.0,Tropical and Wetland Plants
6.0,79.0,28.0,Tropical and Wetland Plants
6.0,83.0,32.0,Tropical and Wetland Plants
8.0,55.0,17.0,Herbs and Aromatic Plants
7.0,49.0,15.0,Herbs and Aromatic Plants
7.0,57.0,18.0,Herbs and Aromatic Plants
7.0,48.0,15.0,Herbs and Aromatic Plants
7.0,60.0,15.0,Herbs and Aromatic Plants
6.0,47.0,19.0,Leafy Greens and Root Vegetables
6.1,52.0,17.6,Leafy Greens and Root Vegetables
8.5,38.0,31.0,Drought-Resistant Plants
6.0,48.0,18.8,Leafy Greens and Root Vegetables
7.0,80.0,27.9,Tropical and Wetland Plants
7.5,56.0,29.2,Warm-Season Fruits and Vegetables
6.0,49.0,18.6,Leafy Greens and Root Vegetables
7.0,59.0,28.2,Warm-Season Fruits and Vegetables
7.0,47.0,27.4,Warm-Season Fruits and Vegetables
7.0,75.0,33.0,Tropical and Wetland Plants
7.0,78.0,32.6,Tropical and Wetland Plants
7.0,78.0,33.6,Tropical and Wetland Plants
7.0,93.0,32.7,Tropical and Wetland Plants
7.0,72.0,26.6,Tropical and Wetland Plants
6.0,76.0,33.6,Tropical and Wetland Plants
6.5,75.0,33.4,Tropical and Wetland Plants
6.0,72.0,33.6,Tropical and Wetland Plants
6.0,98.0,33.9,Tropical and Wetland Plants
6.3,90.0,31.8,Tropical and Wetland Plants
7.0,81.0,32.8,Tropical and Wetland Plants
7.0,88.0,33.8,Tropical and Wetland Plants
6.1,92.0,33.7,Tropical and Wetland Plants
6.8,91.0,33.6,Tropical and Wetland Plants
6.7,89.0,34.7,Tropical and Wetland Plants
7.0,85.0,28.6,Tropical and Wetland Plants
7.0,96.0,29.8,Tropical and Wetland Plants
6.9,98.0,28.8,Tropical and Wetland Plants
6.8,90.0,28.8,Tropical and Wetland Plants
6.6,85.0,28.9,Tropical and Wetland Plants
6.6,85.0,30.8,Tropical and Wetland Plants
6.4,96.0,30.3,Tropical and Wetland Plants
6.6,90.0,26.6,Tropical and Wetland Plants
6.6,84.0,25.7,Tropical and Wetland Plants
6.2,85.0,26.8,Tropical and Wetland Plants
7.0,95.0,27.2,Tropical and Wetland Plants
6.7,88.0,28.3,Tropical and Wetland Plants
6.5,92.0,26.1,Tropical and Wetland Plants
6.0,94.0,28.5,Tropical and Wetland Plants
6.0,91.0,27.3,Tropical and Wetland Plants
6.5,93.0,27.7,Tropical and Wetland Plants
7.0,93.0,31.9,Tropical and Wetland Plants
6.5,96.0,34.2,Tropical and Wetland Plants
6.5,91.0,33.1,Tropical and Wetland Plants
6.5,94.0,32.4,Tropical and Wetland Plants
6.4,81.0,26.0,Tropical and Wetland Plants
6.4,78.0,27.6,Tropical and Wetland Plants
6.4,86.0,27.5,Tropical and Wetland Plants
6.4,85.0,27.6,Tropical and Wetland Plants
6.4,85.0,27.9,Tropical and Wetland Plants
6.7,80.0,25.9,Tropical and Wetland Plants
6.0,78.0,32.0,Tropical and Wetland Plants
7.2,63.0,28.2,Warm-Season Fruits and Vegetables
7.0,78.0,27.8,Tropical and Wetland Plants
7.0,67.0,22.2,Warm-Season Fruits and Vegetables
7.0,81.0,27.0,Tropical and Wetland Plants
7.0,91.0,30.4,Tropical and Wetland Plants
7.0,81.0,28.9,Tropical and Wetland Plants
7.0,99.0,25.6,Tropical and Wetland Plants
7.0,99.0,26.3,Tropical and Wetland Plants
7.0,97.0,28.2,Tropical and Wetland Plants
7.0,93.0,31.8,Tropical and Wetland Plants
7.0,81.0,28.3,Tropical and Wetland Plants
7.0,87.0,31.6,Tropical and Wetland Plants
6.3,78.0,32.4,Tropical and Wetland Plants
6.4,77.0,29.3,Tropical and Wetland Plants
7.0,73.0,29.8,Tropical and Wetland Plants
7.7,58.0,24.1,Herbs and Aromatic Plants
6.4,84.0,29.0,Tropical and Wetland Plants
6.4,71.0,31.0,Tropical and Wetland Plants
6.4,84.0,31.0,Tropical and Wetland Plants
6.4,73.0,33.0,Tropical and Wetland Plants
7.0,78.0,32.0,Tropical and Wetland Plants
7.0,66.0,25.2,Warm-Season Fruits and Vegetables
6.4,89.0,28.0,Tropical and Wetland Plants
7.0,60.0,29.0,Warm-Season Fruits and Vegetables
7.0,67.0,23.0,Warm-Season Fruits and Vegetables
6.8,80.0,29.0,Tropical and Wetland Plants
7.0,95.0,28.0,Tropical and Wetland Plants
7.0,77.0,25.0,Tropical and Wetland Plants
6.0,76.0,32.0,Tropical and Wetland Plants
7.0,77.0,30.0,Tropical and Wetland Plants
7.0,73.0,34.0,Tropical and Wetland Plants
7.0,90.0,32.0,Tropical and Wetland Plants
6.0,82.0,33.0,Tropical and Wetland Plants
7.0,70.0,33.0,Tropical and Wetland Plants
7.0,85.0,35.0,Tropical and Wetland Plants
7.0,71.0,35.0,Tropical and Wetland Plants
6.0,93.0,34.0,Tropical and Wetland Plants
6.0,70.0,35.0,Tropical and Wetland Plants
6.5,59.0,17.0,Leafy Greens and Root Vegetables
6.2,59.0,11.0,Leafy Greens and Root Vegetables
6.0,52.0,18.5,Leafy Greens and Root Vegetables
6.3,58.0,13.5,Leafy Greens and Root Vegetables
7.0,53.0,16.0,Herbs and Aromatic Plants
7.2,60.0,21.0,Warm-Season Fruits and Vegetables
7.3,51.0,15.0,Herbs and Aromatic Plants
6.1,57.0,10.0,Leafy Greens and Root Vegetables
6.0,59.0,11.0,Leafy Greens and Root Vegetables
